date,mid_price,ask_price,bid_price
2024-06-21 06:27:00,1.50426,1.50426,1.50426
2024-06-21 06:29:00,1.50426,1.50426,1.50426
2024-06-21 06:30:00,1.50412,1.50412,1.50412
2024-06-21 06:32:00,1.5041,1.5041,1.5041
2024-06-21 06:33:00,1.50383,1.50383,1.50383
2024-06-21 06:35:00,1.50376,1.50376,1.50376
2024-06-21 06:36:00,1.50369,1.50369,1.50369
2024-06-21 06:38:00,1.50378,1.50378,1.50378
2024-06-21 06:39:00,1.5039,1.5039,1.5039
2024-06-21 06:40:00,1.5039,1.5039,1.5039
2024-06-21 06:42:00,1.50403,1.50403,1.50403
2024-06-21 06:43:00,1.50403,1.50403,1.50403
2024-06-21 06:45:00,1.50414,1.50414,1.50414
2024-06-21 06:46:00,1.5039,1.5039,1.5039
2024-06-21 06:48:00,1.50378,1.50378,1.50378
2024-06-21 06:49:00,1.50394,1.50394,1.50394
2024-06-21 06:51:00,1.50387,1.50387,1.50387
2024-06-21 06:52:00,1.50358,1.50358,1.50358
2024-06-21 06:53:00,1.50331,1.50331,1.50331
2024-06-21 06:55:00,1.50344,1.50344,1.50344
2024-06-21 06:56:00,1.50333,1.50333,1.50333
2024-06-21 06:58:00,1.50335,1.50335,1.50335
2024-06-21 06:59:00,1.50331,1.50331,1.50331
2024-06-21 07:01:00,1.50349,1.50349,1.50349
2024-06-21 07:02:00,1.50322,1.50322,1.50322
2024-06-21 07:04:00,1.50326,1.50326,1.50326
2024-06-21 07:05:00,1.50356,1.50356,1.50356
2024-06-21 07:07:00,1.50371,1.50371,1.50371
2024-06-21 07:08:00,1.5039,1.5039,1.5039
2024-06-21 07:09:00,1.50417,1.50417,1.50417
2024-06-21 07:11:00,1.50403,1.50403,1.50403
2024-06-21 07:12:00,1.50403,1.50403,1.50403
2024-06-21 07:14:00,1.50414,1.50414,1.50414
2024-06-21 07:15:00,1.50412,1.50412,1.50412
2024-06-21 07:17:00,1.50437,1.50437,1.50437
2024-06-21 07:18:00,1.50421,1.50421,1.50421
2024-06-21 07:20:00,1.50423,1.50423,1.50423
2024-06-21 07:21:00,1.50421,1.50421,1.50421
2024-06-21 07:23:00,1.50383,1.50383,1.50383
2024-06-21 07:24:00,1.50374,1.50374,1.50374
2024-06-21 07:25:00,1.50374,1.50374,1.50374
2024-06-21 07:27:00,1.50365,1.50365,1.50365
2024-06-21 07:28:00,1.50376,1.50376,1.50376
2024-06-21 07:30:00,1.50378,1.50378,1.50378
2024-06-21 07:31:00,1.50421,1.50421,1.50421
2024-06-21 07:33:00,1.50421,1.50421,1.50421
2024-06-21 07:34:00,1.50421,1.50421,1.50421
2024-06-21 07:36:00,1.50435,1.50435,1.50435
2024-06-21 07:37:00,1.50421,1.50421,1.50421
2024-06-21 07:38:00,1.50353,1.50353,1.50353
2024-06-21 07:40:00,1.50358,1.50358,1.50358
2024-06-21 07:41:00,1.50367,1.50367,1.50367
2024-06-21 07:43:00,1.50362,1.50362,1.50362
2024-06-21 07:44:00,1.50353,1.50353,1.50353
2024-06-21 07:46:00,1.50365,1.50365,1.50365
2024-06-21 07:47:00,1.50358,1.50358,1.50358
2024-06-21 07:49:00,1.50403,1.50403,1.50403
2024-06-21 07:50:00,1.50378,1.50378,1.50378
2024-06-21 07:52:00,1.50356,1.50356,1.50356
2024-06-21 07:53:00,1.50342,1.50342,1.50342
2024-06-21 07:54:00,1.50328,1.50328,1.50328
2024-06-21 07:56:00,1.50308,1.50308,1.50308
2024-06-21 07:57:00,1.50313,1.50313,1.50313
2024-06-21 07:59:00,1.50308,1.50308,1.50308
2024-06-21 08:00:00,1.50247,1.50247,1.50247
2024-06-21 08:02:00,1.50254,1.50254,1.50254
2024-06-21 08:03:00,1.50229,1.50229,1.50229
2024-06-21 08:05:00,1.50236,1.50236,1.50236
2024-06-21 08:06:00,1.50243,1.50243,1.50243
2024-06-21 08:08:00,1.50236,1.50236,1.50236
2024-06-21 08:09:00,1.50207,1.50207,1.50207
2024-06-21 08:10:00,1.50207,1.50207,1.50207
2024-06-21 08:12:00,1.50207,1.50207,1.50207
2024-06-21 08:13:00,1.50195,1.50195,1.50195
2024-06-21 08:15:00,1.50209,1.50209,1.50209
2024-06-21 08:16:00,1.50211,1.50211,1.50211
2024-06-21 08:18:00,1.50227,1.50227,1.50227
2024-06-21 08:19:00,1.50198,1.50198,1.50198
2024-06-21 08:21:00,1.50159,1.50159,1.50159
2024-06-21 08:22:00,1.50179,1.50179,1.50179
2024-06-21 08:23:00,1.50148,1.50148,1.50148
2024-06-21 08:25:00,1.50164,1.50164,1.50164
2024-06-21 08:26:00,1.50164,1.50164,1.50164
2024-06-21 08:28:00,1.5017,1.5017,1.5017
2024-06-21 08:29:00,1.50177,1.50177,1.50177
2024-06-21 08:31:00,1.50173,1.50173,1.50173
2024-06-21 08:32:00,1.50161,1.50161,1.50161
2024-06-21 08:34:00,1.50168,1.50168,1.50168
2024-06-21 08:35:00,1.50164,1.50164,1.50164
2024-06-21 08:37:00,1.50191,1.50191,1.50191
2024-06-21 08:38:00,1.502,1.502,1.502
2024-06-21 08:39:00,1.50173,1.50173,1.50173
2024-06-21 08:41:00,1.50195,1.50195,1.50195
2024-06-21 08:42:00,1.50198,1.50198,1.50198
2024-06-21 08:44:00,1.50186,1.50186,1.50186
2024-06-21 08:45:00,1.50157,1.50157,1.50157
2024-06-21 08:47:00,1.50155,1.50155,1.50155
2024-06-21 08:48:00,1.50128,1.50128,1.50128
